id,title,author,authors,isbn13,isbn10,price,publisher,pubyear,subjects,lexile,pages,dimensions
198,Written by Herself: Autobiographies of American Women,Jill Ker Conway,Jill Ker Conway,9780679736332,679736336,$15.99,Knopf Doubleday Publishing Group,1992,"Literary Figures - Women's Biography, Historical Biography - General & Miscellaneous, General & Miscellaneous Women's Literary Biography, Women Authors - General & Miscellaneous - Literary Criticism, American Literature Anthologies",,688.0,5.20 (w) x 7.99 (h) x 1.55 (d)
71,Six American Poets: An Anthology,Joel Conarroe,Joel Conarroe,9780679745259,679745254,$12.24,Knopf Doubleday Publishing Group,1993,"Poetry, American Literature Anthologies, Anthologies",,320.0,5.17 (w) x 7.96 (h) x 0.65 (d)
222,Blues Poems (Everyman's Library Pocket Poets),Kevin Young,"Kevin Young, Kevin Young",9780375414589,375414584,$11.82,Knopf Doubleday Publishing Group,2003,"Poetry Anthologies, American Poetry, Music Lyrics & Texts, African American Music, American Literature Anthologies",,256.0,4.22 (w) x 6.63 (h) x 0.78 (d)
253,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,"Lorraine Anderson, Lorraine Anderson",9781400033218,1400033217,$14.22,Knopf Doubleday Publishing Group,2003,"Women Authors - Literature Anthologies, Natural Literature & History, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,496.0,5.19 (w) x 8.00 (h) x 1.02 (d)
216,The Vintage Book of African American Poetry,Michael S. Harper,"Michael S. Harper, Anthony Walton",9780375703003,375703004,$16.32,Knopf Doubleday Publishing Group,2000,"Poetry Anthologies, American Poetry, American Literature Anthologies",,448.0,5.19 (w) x 7.98 (h) x 0.94 (d)
181,Erotique Noire: Black Erotica,Miriam Decosta-Willis,"Miriam Decosta-Willis, Reginald Martin, Roseann P. Bell",9780385423090,385423098,$15.99,Knopf Doubleday Publishing Group,1992,"Short Story Anthologies, African Americans - Fiction & Literature, African Americans - General & Miscellaneous, Peoples & Cultures - American Anthologies, Erotica",,456.0,6.09 (w) x 9.22 (h) x 1.05 (d)
3,African Folktales,Roger D. Abrahams,"Roger D. Abrahams, Dan Frank",9780394721170,394721179,$18.95,Knopf Doubleday Publishing Group,1983,"Travel, Africa",,,
134,American Dreams,Sapphire,Sapphire,9780679767992,679767991,$13.68,Knopf Doubleday Publishing Group,1996,"Multicultural Aspects/Gay & Lesbian Communities, Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies, Literature Anthologies - General & Miscellaneous",,192.0,5.18 (w) x 8.02 (h) x 0.43 (d)
202,The Vietnam Reader: The Definitive Collection of American Fiction and Nonfiction on the War,Stewart O'Nan,Stewart O'Nan,9780385491181,385491182,$15.64,Knopf Doubleday Publishing Group,1998,"Fiction, Film Genres, American Literature Anthologies, Southeast Asian History, War Narratives, General & Miscellaneous Literature Anthologies, United States History - 20th Century - Wars & Conflict, United States History - 20th Century - 1945 to 2000, Vi",,736.0,5.15 (w) x 8.01 (h) x 1.58 (d)
243,The Palm of My Heart: Poetry by African American Children,Davida Adedjouma,"Davida Adedjouma, Gregory Christie, Lucille Clifton",9781880000762,1880000768,$8.32,"Lee & Low Books, Inc.",2003,"Poetry, Poetry - Assorted Topics, American Literature Anthologies, Anthologies, Children - Fiction & Literature, Children - Poetry",,32.0,7.98 (w) x 9.86 (h) x 0.09 (d)
389,So Fey,Steve Berman,Steve Berman,9781590212288,1590212282,$18.00,Lethe Press,2009,"Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies",,348.0,6.00 (w) x 9.00 (h) x 0.78 (d)
31,Of Suffocated Hearts And Tortured Souls,Valerie Key Orlando,Valerie Key Orlando,9780739105634,739105639,$27.95,Lexington Books,2002,"Social Sciences, Women's Studies",,,
248,Americans in Paris: A Literary Anthology,Adam Gopnik,Adam Gopnik,9781931082563,1931082561,$35.00,Library of America,2004,"Europe - Travel Essays & Descriptions, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Cities of Europe - Travel, France - Travel, Travel - Cities of Europe",,650.0,6.36 (w) x 9.32 (h) x 1.37 (d)
65,American Earth: Environmental Writing Since Thoreau,Bill McKibben,"Bill McKibben, Al Gore",9781598530209,1598530208,$29.13,Library of America,2008,"Natural Literature & History, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,900.0,5.12 (w) x 8.18 (h) x 2.10 (d)
337,American Sonnets: An Anthology,David Bromwich,David Bromwich,9781598530155,1598530151,$20.00,Library of America,2007,"Poetry, American",,224.0,4.76 (w) x 7.76 (h) x 0.78 (d)
349,Writing Los Angeles: A Literary Anthology,David L. Ulin,David L. Ulin,9781931082273,1931082278,$38.60,Library of America,2002,"American Literature Anthologies, Fiction Subjects",,880.0,6.34 (w) x 9.60 (h) x 1.81 (d)
254,The Lincoln Anthology: Great Writers on His Life and Legacy from 1860 to Now,Harold Holzer,Harold Holzer,9781598530339,159853033X,$27.10,Library of America,2008,"United States History - Reference, Presidents of the United States - Biography, U.S. Politics & Government - 19th Century, 19th Century American History - Politics & Government - Presidents, American Literature Anthologies, Union - Civil War History",,800.0,5.20 (w) x 8.14 (h) x 1.64 (d)
128,True Crime: An American Anthology,Harold Schechter,Harold Schechter,9781598530315,1598530313,$40.00,Library of America,2008,"American Literature Anthologies, True Crime",,900.0,5.96 (w) x 10.92 (h) x 2.02 (d)
165,Poems from the Women's Movement,Honor Moore,Honor Moore,9781598530421,1598530429,$18.88,Library of America,2009,"Poetry, American Literature Anthologies, Anthologies",,200.0,4.80 (w) x 7.60 (h) x 1.00 (d)
152,Becoming Americans: Four Centuries of Immigrant Writing,Ilan Stavans,"Ilan Stavans, Pete Hamill",9781598530513,1598530518,$40.00,Library of America,2009,"Immigrants, Immigrants - Writings & Literature, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,850.0,6.06 (w) x 8.46 (h) x 1.68 (d)
447,Poets of the Civil War,J. D. McClatchy,J. D. McClatchy,9781931082761,1931082766,$20.00,Library of America,2005,"Poetry Anthologies, American Poetry, War Poetry, American Literature Anthologies",,250.0,4.75 (w) x 7.75 (h) x 0.63 (d)
488,"Writings: The Autobiography of an Ex-Colored Man, Along This Way, Essays and Editorials, Selected Poems",James Weldon Johnson,"James Weldon Johnson, William L. Andrews",9781931082525,1931082529,$36.10,Library of America,2004,"American Fiction, American Essays, American Poetry, African Americans - Fiction & Literature, African Americans - General & Miscellaneous, Peoples & Cultures - American Anthologies, U.S. Authors - African American - Literary Biography, U.S. Authors - 20th",,828.0,5.24 (w) x 8.08 (h) x 1.17 (d)
114,The American Stage: Writing on Theater from Washington Irving to Tony Kushner,Lawrence Senelick,"Lawrence Senelick, John Lithgow",9781598530698,1598530690,$29.30,Library of America,2010,"U.S. & Canadian Drama - Literary Criticism, United States - Theater - History & Criticism, American Literature Anthologies",,850.0,5.32 (w) x 8.14 (h) x 1.49 (d)
121,American Food Writing: An Anthology with Classic Recipes,Molly O'Neill,Molly O'Neill,9781598530414,1598530410,$24.00,Library of America,2009,"Cooking, Essays",,,
297,American Food Writing: An Anthology with Classic Recipes,Molly O'Neill,Molly O'Neill,9781598530056,1598530054,$27.06,Library of America,2007,"Cooking Essays, Cooking - General & Miscellaneous, American Literature Anthologies",,700.0,8.62 (w) x 6.50 (h) x 1.88 (d)
122,Baseball: A Literary Anthology,Nicholas Dawidoff,Nicholas Dawidoff,9781931082099,193108209X,$25.31,Library of America,2002,"Baseball & Softball, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Fiction Subjects",,721.0,6.28 (w) x 9.43 (h) x 1.59 (d)
81,American Fantastic Tales Boxed Set,Peter Straub,Peter Straub,9781598530599,1598530593,$49.42,Library of America,2009,"Fiction, American Literature Anthologies, Fiction Subjects",,1500.0,5.40 (w) x 8.60 (h) x 2.80 (d)
330,American Fantastic Tales: Terror and the Uncanny from Poe to the Pulps,Peter Straub,Peter Straub,9781598530476,159853047X,$33.77,Library of America,2009,"Fiction, American Literature Anthologies, Fiction Subjects",,750.0,5.22 (w) x 8.18 (h) x 1.29 (d)
421,American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,Peter Straub,Peter Straub,9781598530483,1598530488,$25.73,Library of America,2009,"Fiction, American Literature Anthologies, Fiction Subjects",,750.0,5.18 (w) x 8.16 (h) x 1.25 (d)
96,Writing New York: A Literary Anthology,Phillip Lopate,Phillip Lopate,9781598530216,1598530216,$24.02,Library of America,2008,"American Literature Anthologies, General & Miscellaneous Literature Anthologies",,1050.0,6.06 (w) x 9.26 (h) x 1.57 (d)
278,"Richard Wright: Later Works (Black Boy, American Hunger, The Outsider)",Richard Wright,"Richard Wright, Arnold Rampersad",9780940450677,940450674,$26.80,Library of America,1991,"Peoples & Cultures - American Anthologies, African Americans - Fiction & Literature",,887.0,5.14 (w) x 8.16 (h) x 1.16 (d)
404,"Richard Wright: Early Works (Lawd Today!, Uncle Tom's Children, Native Son)",Richard Wright,"Richard Wright, Arnold Rampersad",9780940450660,940450666,$23.76,Library of America,1991,"American Literature Anthologies, Peoples & Cultures - Fiction",,936.0,5.16 (w) x 8.16 (h) x 1.15 (d)
304,Poets of World War II,Various,"Various, Harvey Shapiro",9781931082334,1931082332,$17.71,Library of America,2002,"Poetry Anthologies, War Poetry, American Poetry, American Literature Anthologies",,262.0,4.78 (w) x 7.80 (h) x 0.84 (d)
320,"American Poetry: The Nineteenth Century (Melville to Stickney, American Indian Poetry, Folk Songs and Spirituals) (Library of America), Vol. 2",Various,"Various, John Hollander",9780940450783,094045078X,$35.00,Library of America,1993,"Literary Collections, English, Irish, Scottish, Welsh",,,
473,American Wits: An Anthology of Light Verse,VARIOUS,VARIOUS,9781931082495,1931082499,$19.28,Library of America,2003,"Humor, Poetry, American Literature Anthologies, Anthologies",,200.0,4.74 (w) x 7.84 (h) x 0.68 (d)
449,"Slave Narratives: James Albert Ukawsaw Gronniosaw, Olaudah Equiano, Nat Turner, Frederick Douglass, William Wells Brown, Henry Bibb, Sojourner Truth, William and Ellen Craft, Harriet A. Jacobs, Jacob D. Green (Library of America)",William L. Andrews,"William L. Andrews, Henry Louis Gates Jr.",9781883011765,1883011760,$33.60,Library of America,2000,"Slavery - Social Sciences, Slavery & Abolitionism - African American History, Slave Narratives & Biographies, American Literature Anthologies, African American General Biography",,992.0,5.28 (w) x 8.25 (h) x 1.28 (d)
378,The Best Plays Theater Yearbook 2007-2008,Jeffrey Eric Jenkins,Jeffrey Eric Jenkins,9780879103668,879103663,$46.70,Limelight Editions,2009,"Drama Anthologies, American Drama, American Literature Anthologies",,650.0,6.60 (w) x 9.40 (h) x 1.70 (d)
332,"Chocolate Thoughts: Short Stories, Essays and Poetry from the Hearts and Minds of Real Black Men",S. James Guitard,S. James Guitard,9781929642373,1929642377,,Literally Speaking Pub House,2006,,,,
470,African-American Literature: A Brief Introduction and Anthology,Al Young,"Al Young, Robert Young",9780673990174,673990176,$51.80,Longman,1997,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, African American Literature - Literary Criticism",,500.0,6.20 (w) x 8.90 (h) x 1.00 (d)
87,American Short Stories,Bert Hitchcock,Bert Hitchcock,9780321484895,321484894,$76.05,Longman,2007,"Short Story Anthologies, American Literature Anthologies",,760.0,5.90 (w) x 8.90 (h) x 1.10 (d)
89,"The Harper American Literature, Single Volume Edition",Donald McQuade,"Donald McQuade, Justin Kaplan, Martha Banta",9780321012692,321012690,$89.47,Longman,1998,American Literature Anthologies,,2867.0,6.38 (w) x 9.14 (h) x 2.45 (d)
395,U.S. Latino Literature Today,Gabriela Baeza Ventura,Gabriela Baeza Ventura,9780321198433,321198433,$66.20,Longman,2004,"Latinos - General, Peoples & Cultures - American Anthologies",,352.0,6.40 (w) x 9.00 (h) x 0.90 (d)
131,"Anthology of American Literature, Volume I",George McMichael,"George McMichael, David Bradley, Shelley Fisher Fishkin, Dana D. Nelson, James S. Leonard",9780205779390,205779395,$1.99,Longman,2010,American Literature Anthologies,,2256.0,6.40 (w) x 9.20 (h) x 2.00 (d)
205,"Living Literature: An Introduction to Fiction, Poetry, Drama",John Brereton,John Brereton,9780321088994,321088999,$4.09,Longman,2007,"English Language Readers, Academic & Research Paper Writing, Student Life - College Guides, English & Irish Literature Anthologies, American Literature Anthologies, Rhetoric - English Language",,2144.0,6.22 (w) x 9.06 (h) x 1.82 (d)
228,Latino Boom: An Anthology of U. S. Latino Literature,John Christie,John Christie,9780321093837,321093836,$75.00,Longman,2005,Peoples & Cultures - American Anthologies,,592.0,6.40 (w) x 9.10 (h) x 1.30 (d)
130,African American Literature (Penguin Academics Series),Keith Gilyard,"Keith Gilyard, Anissa Wardi, Anissa Wardi, Keith Gilyard",9780321113412,321113411,$42.47,Longman,2004,Peoples & Cultures - American Anthologies,,1376.0,5.40 (w) x 8.20 (h) x 1.60 (d)
190,Literature and the Environment: A Reader on Nature and Culture,Lorraine Anderson,"Lorraine Anderson, John P. O'Grady, Scott Slovic, Scott Slovic, John P. O'Grady",9780321011497,032101149X,$68.80,Longman,1998,Literary Collections,,,
210,Longman Anthology of Women's Literature,Mary K. DeShazer,"Mary K. DeShazer, Deshazer",9780321010063,032101006X,$100.00,Longman,2000,"Fiction, American Literature Anthologies, Anthologies",,1520.0,6.30 (w) x 9.00 (h) x 1.50 (d)
280,Hispanic-American Literature: A Brief Introduction and Anthology,Nicolas Kanellos,"Nicolas Kanellos, Nicholas Kanellos",9780673469564,673469565,$57.90,Longman,1997,"Latinos, American & Canadian Literature, American Literature Anthologies, Latin American & Caribbean Literature",,339.0,5.90 (w) x 8.90 (h) x 1.00 (d)
63,Literature: A Pocket Anthology,R. S. Gwynn,R. S. Gwynn,9780205655106,205655106,$46.67,Longman,2009,Literary Collections,,,
376,Asian-American Literature: A Brief Introduction and Anthology,Shawn Wong,Shawn Wong,9780673469779,673469778,$56.66,Longman,1997,Peoples & Cultures - American Anthologies,,400.0,6.30 (w) x 9.10 (h) x 1.10 (d)
171,"American Literature, Volume II (Penguin Academics Series)",William E. Cain,William E. Cain,9780321116246,321116240,$42.93,Longman,2003,American Literature Anthologies,,1584.0,5.40 (w) x 8.00 (h) x 1.70 (d)
256,"American Literature (Penguin Academics Series), Vol. 1",William E. Cain,William E. Cain,9780321116239,321116232,$41.58,Longman,2004,American Literature Anthologies,,1392.0,5.50 (w) x 8.30 (h) x 1.50 (d)
455,Our Own Stories: Readings for Cross-Cultural Communication,Norine Dresser,Norine Dresser,9780201846706,201846705,$25.65,Longman Publishing Group,1995,"Language Arts &amp; Disciplines, General",,161.0,7.90 (w) x 10.12 (h) x 0.32 (d)
221,Down Time: Great Writers on Diving,Ed Kittrell,"Ed Kittrell, Casey Kittrell, Jim Kittrell, Casey Kittrell, Jim Kittrell",9780965834445,965834441,$1.99,Look Away Books,2001,"Nautical & Maritime Fiction, Sports Essays, Submarines - Military History, Submarines, Oceanography, Scuba & Snorkeling, Shipwrecks & Underwater Exploration, Natural Terrain - Oceans & Seas, Literary Styles & Movements - Fiction, American Literature Antho",,288.0,6.00 (w) x 9.00 (h) x 0.73 (d)
189,The Complete Works of Kate Chopin,Kate Chopin,"Kate Chopin, Per Seyersted, Edmund Wilson",9780807131510,807131512,$40.05,Louisiana State University Press,2006,"American Fiction, Regional American Anthologies",,1032.0,6.10 (w) x 9.10 (h) x 2.10 (d)
411,"Blacklegs, Card Sharps, and Confidence Men",Thomas Ruys Smith,Thomas Ruys Smith,9780807136362,807136360,$39.95,Louisiana State University Press,2010,"Literary Criticism, American",,,
307,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,William Craft,"William Craft, Ellen Craft, Richard J. Blackett",9780807123201,080712320X,,Louisiana State University Press,1999,"Biographies &amp; Autobiographies, General",,,
23,The Rienner Anthology of African Literature,Anthonia C. Kalu,Anthonia C. Kalu,9781588264916,1588264912,$30.39,"Lynne Rienner Publishers, Inc.",2007,African Literature Anthologies,,900.0,6.30 (w) x 9.10 (h) x 1.90 (d)
10,African Fundamentalism: A Literary and Cultural Anthology of Garvey's Harlem Renaissance,Tony Martin,Tony Martin,9780912469096,912469099,$14.95,"Majority Press, Incorporated, The",1991,"Literary Criticism, General",,363.0,5.31 (w) x 8.20 (h) x 0.85 (d)
260,A Hallowe'en Anthology: Literary and Historical Writings over the Centuries,Lisa Morton,Lisa Morton,9780786436842,786436840,$21.00,"McFarland & Company, Incorporated Publishers",2008,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Anthologies",,214.0,6.94 (w) x 9.99 (h) x 0.50 (d)
367,Twentieth-Century American Poetry,Dana Gioia,"Dana Gioia, Meg Schoerke, David Mason, Meg Schoerke, David Mason",9780072400199,72400196,$107.95,"McGraw-Hill Companies, The",2003,"Literary Criticism, Poetry",,,
78,The American Tradition in Literature (concise) book alone,George Perkins,"George Perkins, Barbara Perkins",9780073384894,73384895,$106.79,"McGraw-Hill Companies, The",2008,American Literature Anthologies,,2352.0,6.00 (w) x 9.10 (h) x 2.10 (d)
112,"The American Tradition in Literature, Volume 1(book alone)",George Perkins,"George Perkins, Barbara Perkins",9780077239046,77239040,$100.79,"McGraw-Hill Companies, The",2008,American Literature Anthologies,,2040.0,5.90 (w) x 9.10 (h) x 2.00 (d)
156,"The American Tradition in Literature, Volume 2 (book alone)",George Perkins,"George Perkins, Barbara Perkins",9780077239053,77239059,$104.07,"McGraw-Hill Companies, The",2008,American Literature Anthologies,,2160.0,6.00 (w) x 9.10 (h) x 2.00 (d)
373,"American Tradition in Literature : With American Ariel, Vol. 2",George Perkins,George Perkins,9780073221533,73221538,$105.80,"McGraw-Hill Companies, The",2006,American Literature Anthologies,,,6.10 (w) x 9.10 (h) x 2.00 (d)
312,Glencoe Literature: American Literature: The Reader's Choice,Jeffrey D. Wilhelm,"Jeffrey D. Wilhelm, Douglas Fisher, Beverly Ann Chin",9780078454813,78454816,$111.18,"McGraw-Hill Companies, The",2006,"20th Century American Literature - General & Miscellaneous - Literary Criticism, 19th Century American Literature - Literary Criticism, American Literature Anthologies",,1351.0,8.72 (w) x 11.16 (h) x 2.06 (d)
262,Women's Worlds: The Mcgraw-Hill Anthology of Women's Writing,Robyn Warhol-Down,"Robyn Warhol-Down, Diane Price Herndl, Mary Lou Kete",9780072564020,72564024,$4.00,"McGraw-Hill Companies, The",2007,"Women Authors - Literature Anthologies, English & Irish Literature Anthologies, American Literature Anthologies",,2080.0,6.00 (w) x 9.10 (h) x 1.77 (d)
412,Modern American Prose: Fifteen Writers + 15,John Clifford,"John Clifford, Robert DiYanni, Robert DiYanni, Robert DiYanni",9780070113961,70113963,$69.60,McGraw-Hill Higher Education,1993,"Poetry, American",,,
478,Georgia Cowboy Poets,David Fillingim,David Fillingim,9780881461831,881461830,$24.17,Mercer University Press,2010,"Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",,224.0,5.90 (w) x 8.90 (h) x 0.70 (d)
120,Transforming a Rape Culture,Emilie Buchwald,"Emilie Buchwald, Martha Roth, Pamela R. Fletcher, Pamela Fletcher",9781571312693,1571312692,$15.13,Milkweed Editions,2004,"Criminology - Bias Crimes, Family Abuse & Violence, Regional American Anthologies, Sexual Harassment, Criminology - Sex Crimes, Women & Crime",,424.0,6.04 (w) x 9.02 (h) x 1.10 (d)
375,Sister Nations: Native American Women Writing on Community,Heid E. Erdrich,"Heid E. Erdrich, Laura Tohe, Winona LaDuke",9780873514286,873514289,$14.92,Minnesota Historical Society Press,2002,"Native North American Peoples - General & Miscellaneous, Women Authors - Literature Anthologies, Native American Studies - General & Miscellaneous, Native American Literature Anthologies, American Literature Anthologies, Native North American Peoples - Au",,230.0,5.62 (w) x 8.50 (h) x 0.80 (d)
446,Bamboo among the Oaks: Contemporary Writing by Hmong Americans,Mai Neng Moua,Mai Neng Moua,9780873514378,873514378,$14.95,Minnesota Historical Society Press,2002,"Literary Criticism, American",,,
422,Christmas in Minnesota,Marilyn Ziebarth,"Marilyn Ziebarth, Brian Horrigan",9780873515429,873515420,$24.95,Minnesota Historical Society Press,2005,"Holidays, Religious, Regional American Anthologies, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,208.0,7.25 (w) x 9.25 (h) x 0.80 (d)
450,Denali: A Literary Anthology,Bill Sherwonit,Bill Sherwonit,9780898867107,089886710X,$18.95,"Mountaineers Books, The",2000,"Alaska - State & Local History, Places - Literary Anthologies, Regional American Anthologies, Natural History - United States, Natural Literature & History, Literature Anthologies - General & Miscellaneous",,272.0,5.90 (w) x 8.90 (h) x 0.80 (d)
251,If I Had My Life to Live Over,Sandra Martz,"Sandra Martz, Sandra Martz",9780918949257,918949254,$1.99,Moyer Bell,2010,"Women Authors - Literature Anthologies, American Literature Anthologies",,205.0,7.22 (w) x 9.61 (h) x 0.83 (d)
344,"Voices of Black America: Historical Recordings of Poetry, Humor and Drama, 1908-1947",Washington,"Washington, Langston Hughes, Paul Laurence Dunbar, William Shaman, Peter Adamson",9789626342480,962634248X,$17.98,Naxos Audiobooks,2002,Literary Collections,,,
26,Up the Down Escalator,Linda Rode,"Linda Rode, Hans Bodenstein",9780795701061,795701063,$10.95,NB Publishers,2010,"Literary Collections, African",,,
13,Nobody Ever Said AIDS: Poems and Stories from Southern Africa,Nobantu Rasebotsa,"Nobantu Rasebotsa, Kylie Thomas, Meg Samuelson, Njabulo S. Ndebele",9780795701849,795701845,$22.13,NB Publishers,2010,"Places - Literary Anthologies, African Literature Anthologies",,192.0,5.40 (w) x 8.30 (h) x 0.60 (d)
25,Jambula Tree and other stories: The Caine Prize for African Writing 8th Annual Collection,Monica Arac de Nyeko,Monica Arac de Nyeko,9781904456735,1904456731,$16.18,New Internationalist,2008,"Short Story Anthologies, African Fiction, African Literature Anthologies",,214.0,5.80 (w) x 8.10 (h) x 0.70 (d)
16,The Caine Prize 2009: The Caine Prize for African Writing 10th Annual Collection,New Internationalist,New Internationalist,9781906523145,1906523142,$16.24,New Internationalist,2009,"Short Story Anthologies, African Fiction, African Literature Anthologies",,214.0,5.80 (w) x 8.20 (h) x 0.60 (d)
2,The Caine Prize for African Writing 2010: 11th Annual Collection,The Caine Prize for African Writing,The Caine Prize for African Writing,9781906523374,1906523371,$13.46,New Internationalist,2010,"Short Story Anthologies, African Fiction, African Literature Anthologies",,208.0,5.00 (w) x 7.70 (h) x 0.70 (d)
6,"10 Years of the Caine Prize for African Writing: Plus Coetzee, Gordimer, Achebe, Okri",The Caine The Caine Prize for African Writing,The Caine The Caine Prize for African Writing,9781906523244,190652324X,$18.95,New Internationalist,2009,Literary Collections,,,
475,30 Satires,Lewis H. Lapham,Lewis H. Lapham,9781565849860,1565849868,$15.95,"New Press, The",2005,"Political Science, General",,,
68,Coming of Age in America: A Multicultural Anthology,Mary Frosch,"Mary Frosch, Gary Soto",9781565841475,1565841476,$16.41,"New Press, The",2007,"Peoples & Cultures - American Anthologies, Ethnic & Minority Studies - United States",,288.0,5.58 (w) x 8.28 (h) x 0.73 (d)
179,Coming of Age in the 21st Century,Mary Frosch,Mary Frosch,9781595580559,1595580557,$14.59,"New Press, The",2008,"Peoples & Cultures - American Anthologies, Ethnic & Minority Studies - United States",,319.0,5.40 (w) x 8.20 (h) x 1.00 (d)
273,Growing up Poor: A Literary Anthology,Robert Coles,"Robert Coles, Randy  Testa, Michael  Coles, Randy Testa, Michael Coles",9781565847446,156584744X,$16.95,"New Press, The",2002,American Literature Anthologies,,304.0,5.54 (w) x 8.18 (h) x 0.81 (d)
155,The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham Lewis,"D.B. Wyndham Lewis, Charles Lee, D. B. Lewis, Charles Lee, Billy Collins",9781590170380,1590170385,$18.19,New York Review of Books,2003,"Poetry Anthologies, American Poetry, English Poetry, English & Irish Literature Anthologies, American Literature Anthologies",,264.0,5.00 (w) x 8.00 (h) x 0.70 (d)
361,Plays and Playwrights 2002,Martin Denton,"Martin Denton, Marc Spitz, Matthew Freeman, Curtiss I. Cook, Marc Chun",9780967023434,967023432,$15.00,"New York Theatre Experience, Incorporated, The",2002,"Drama Anthologies, American Drama, American Literature Anthologies",,350.0,5.54 (w) x 8.24 (h) x 0.78 (d)
368,Plays and Playwrights 2009,Martin Denton,"Martin Denton, Michael Laurence, Tim Collins, Lenora Champagne, Carlos Lacamara",9780979485220,979485223,$26.75,"New York Theatre Experience, Incorporated, The",2009,"Drama Anthologies, American Drama, American Literature Anthologies",,384.0,5.40 (w) x 8.20 (h) x 0.90 (d)
393,Plays and Playwrights 2008,Robert Attweiler,"Robert Attweiler, Daniel Reitz, Crystal Skillman, Leslie Bramm, Daniel Talbott",9780979485213,979485215,$16.61,"New York Theatre Experience, Incorporated, The",2008,"Drama Anthologies, American Drama, American Literature Anthologies",,,
140,New York Stories: The Best of the City Section of the New York Times,Constance Rosenblum,"Constance Rosenblum, Connie Rosenblum",9780814775721,814775721,$11.95,New York University Press,2005,"Americans - Regional Biography, Essays, American Literature Anthologies, United States Studies, General & Miscellaneous Literature Anthologies, Mapped Categories - Literature",,303.0,6.04 (w) x 9.04 (h) x 0.74 (d)
418,More New York Stories: The Best of the City Section of The New York Times,Constance Rosenblum,Constance Rosenblum,9780814776551,814776558,$14.22,New York University Press,2010,"Social Sciences - General & Miscellaneous, American Literature Anthologies, General & Miscellaneous Biography, General & Miscellaneous Literature Anthologies, Mapped Categories - Literature",,320.0,5.90 (w) x 8.90 (h) x 0.80 (d)
294,Tales for Little Rebels: A Collection of Radical Children's Literature,Philip Nel,"Philip Nel, Jack Zipes, Julia Mickenberg",9780814757215,814757219,$23.63,New York University Press,2010,"Literary Criticism - General & Miscellaneous, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Literary Reference - Books & Reading, American Literature Anthologies",,313.0,7.90 (w) x 10.90 (h) x 0.90 (d)
238,Feeling Italian: The Art of Ethnicity in America,Thomas Ferraro,Thomas Ferraro,9780814727478,814727476,$22.08,New York University Press,2005,"United States - Ethnic & Race Relations, United States - Civilization, Italian American Studies, Ethnic & Minority Studies - United States, American Literature Anthologies",,408.0,0.62 (w) x 6.00 (h) x 9.00 (d)
15,An Anthology of Interracial Literature: Black-White Contacts in the Old World and the New,Werner Sollors,"Werner Sollors, Werner Sollors",9780814781432,814781438,,New York University Press,2004,Language Arts &amp; Disciplines,,,
32,An Anthology of Interracial Literature: Black-White Contacts in the Old World and the New,Werner Sollors,"Werner Sollors, Werner Sollors",9780814781449,814781446,,New York University Press,2004,"Literary Criticism, American",,,
353,Love and Marriage in Early African America,Frances Smith Foster,Frances Smith Foster,9781555536770,1555536778,$4.15,Northeastern University Press,2007,"Marriage, Peoples & Cultures - American Anthologies, Family - Literary Anthologies, Literature Anthologies - General & Miscellaneous",,360.0,5.90 (w) x 8.90 (h) x 1.20 (d)
409,Recollections of the Early Republic: Selected Autobiographies,Joyce Appleby,Joyce Appleby,9781555533014,1555533019,$23.94,Northeastern University Press,1997,"Historical Biography - United States - 19th Century, Historical Biography - United States - Colonial & 18th Century, American Literature Anthologies, 18th Century American History - General & Miscellaneous, 19th Century American History - Biography",,300.0,6.08 (w) x 9.22 (h) x 0.92 (d)
80,The Norton Anthology of American Literature: Volume C: 1865-1914,Arnold Krupat,"Arnold Krupat, Jerome Klinkowitz, Mary Loeffelholz, Philip F. Gura, Bruce Michelson",9780393927412,393927415,$37.77,"Norton, W. W. & Company, Inc.",2007,American Literature Anthologies,,1094.0,6.00 (w) x 9.20 (h) x 1.40 (d)
309,The Lowell Offering: Writings by New England Mill Women (1840-1845),Benita Eisler,"Benita Eisler, Benita Eisler, Benita Eisler",9780393316858,393316858,$15.95,"Norton, W. W. & Company, Inc.",1997,"Social Sciences, Women's Studies",,,
